face_x;face_y;landmark_x_1;landmark_y_1;landmark_x_2;landmark_y_2;landmark_x_3;landmark_y_3;landmark_x_4;landmark_y_4;landmark_x_5;landmark_y_5;landmark_x_6;landmark_y_6;landmark_x_7;landmark_y_7;landmark_x_8;landmark_y_8;landmark_x_9;landmark_y_9;landmark_x_10;landmark_y_10;landmark_x_11;landmark_y_11;landmark_x_12;landmark_y_12;landmark_x_13;landmark_y_13;landmark_x_14;landmark_y_14;landmark_x_15;landmark_y_15;landmark_x_16;landmark_y_16;landmark_x_17;landmark_y_17;landmark_x_18;landmark_y_18;landmark_x_19;landmark_y_19;landmark_x_20;landmark_y_20;landmark_x_21;landmark_y_21;landmark_x_22;landmark_y_22;landmark_x_23;landmark_y_23;landmark_x_24;landmark_y_24;landmark_x_25;landmark_y_25;landmark_x_26;landmark_y_26;landmark_x_27;landmark_y_27;landmark_x_28;landmark_y_28;landmark_x_29;landmark_y_29;landmark_x_30;landmark_y_30;landmark_x_31;landmark_y_31;landmark_x_32;landmark_y_32;landmark_x_33;landmark_y_33;landmark_x_34;landmark_y_34;landmark_x_35;landmark_y_35;landmark_x_36;landmark_y_36;landmark_x_37;landmark_y_37;landmark_x_38;landmark_y_38;landmark_x_39;landmark_y_39;landmark_x_40;landmark_y_40;landmark_x_41;landmark_y_41;landmark_x_42;landmark_y_42
0.3885;0.402123;0.0211486;0.613338;0.119255;0.632486;0.215354;0.624117;0.278938;0.622243;0.341719;0.631166;0.201467;0.549873;0.25923;0.512463;0.296044;0.501213;0.332368;0.49365;0.143422;0.537994;0.179394;0.509471;0.211338;0.51262;0.242929;0.522506;0.0846417;0.536688;0.104864;0.550113;0.0979283;0.592428;0.0900384;0.623417;0.026986;0.54577;0.0347335;0.558185;0.0410546;0.583875;0.0440672;0.603591
0.390228;0.405357;0.00972593;0.630208;0.107652;0.637423;0.195066;0.626572;0.266472;0.625319;0.334627;0.634532;0.189508;0.539448;0.244386;0.511231;0.286907;0.499614;0.329327;0.489993;0.135295;0.523431;0.193597;0.510302;0.241611;0.513556;0.281557;0.522563;0.0759848;0.522854;0.114777;0.563044;0.114611;0.604423;0.105502;0.633539;0.0221389;0.537687;0.051305;0.578772;0.0563565;0.61138;0.0521498;0.633906
0.386412;0.408799;0.0215072;0.625923;0.115887;0.639455;0.213649;0.632363;0.278353;0.63093;0.341086;0.63815;0.194134;0.559633;0.249682;0.526286;0.283833;0.510791;0.323714;0.49763;0.142629;0.546122;0.180053;0.518247;0.215845;0.513785;0.254398;0.514981;0.0859763;0.545855;0.113165;0.552041;0.12408;0.586551;0.129538;0.615917;0.0279223;0.556717;0.0327506;0.567894;0.0458814;0.595726;0.0528774;0.620344
0.386759;0.40934;0.0203602;0.627021;0.111287;0.64106;0.206374;0.632692;0.272443;0.629205;0.342716;0.635796;0.192391;0.563044;0.247794;0.535911;0.282995;0.515571;0.319291;0.495323;0.144049;0.551719;0.180193;0.522254;0.214989;0.515212;0.253384;0.513728;0.0891857;0.552798;0.116464;0.549521;0.133234;0.579117;0.143808;0.604849;0.0323327;0.562721;0.0343566;0.567941;0.0423147;0.599831;0.0465803;0.628277
0.383835;0.409667;0.00405672;0.630396;0.106132;0.646561;0.201515;0.63566;0.269146;0.631107;0.339907;0.640808;0.193226;0.560782;0.2518;0.526243;0.287986;0.506868;0.325989;0.488267;0.142629;0.547296;0.183825;0.514776;0.229098;0.503726;0.274961;0.496057;0.0849121;0.548066;0.119928;0.546101;0.143792;0.572958;0.159152;0.596144;0.0252475;0.559507;0.0348517;0.572594;0.0474859;0.603232;0.0536976;0.628291
0.382961;0.408982;-0.00456661;0.630359;0.105372;0.638942;0.197869;0.627968;0.264997;0.626675;0.333925;0.637714;0.190438;0.553334;0.24992;0.515155;0.287142;0.495366;0.322801;0.477936;0.136105;0.540085;0.189368;0.506269;0.239022;0.492821;0.286048;0.486434;0.0761955;0.540954;0.120876;0.550113;0.128152;0.589383;0.126701;0.621282;0.0141964;0.552489;0.0357711;0.572914;0.0467796;0.606816;0.0493619;0.633019
0.383368;0.407232;-0.00807932;0.625507;0.104912;0.637487;0.196352;0.62665;0.263372;0.62486;0.334736;0.637474;0.182876;0.552183;0.251947;0.513796;0.29301;0.492901;0.329158;0.473619;0.132187;0.540034;0.192038;0.507944;0.247216;0.492576;0.298042;0.482453;0.0756403;0.540305;0.126604;0.556254;0.129748;0.596194;0.122054;0.625679;0.0168864;0.551306;0.0432584;0.571224;0.0542375;0.603252;0.054409;0.628513
0.37981;0.404379;-0.00493106;0.623365;0.10986;0.635271;0.197751;0.624374;0.264064;0.622188;0.336568;0.636326;0.186094;0.550484;0.250112;0.509933;0.288712;0.488304;0.325219;0.467985;0.134151;0.538033;0.19328;0.505076;0.247766;0.490058;0.298376;0.480806;0.0784392;0.537811;0.125631;0.552905;0.122574;0.597463;0.111785;0.631372;0.0216504;0.54841;0.0492617;0.566493;0.0583687;0.600351;0.0587594;0.627524
0.377493;0.403054;-0.0120821;0.620091;0.103649;0.638674;0.197745;0.629937;0.266844;0.628214;0.341837;0.641923;0.191379;0.551105;0.258224;0.508487;0.299394;0.485925;0.339233;0.46589;0.138839;0.537118;0.195267;0.502763;0.250712;0.488388;0.301468;0.478415;0.0811907;0.536784;0.124249;0.551875;0.118179;0.594834;0.103733;0.625922;0.0213618;0.547917;0.0448213;0.568095;0.0519298;0.600905;0.0488598;0.625868
0.376327;0.40143;-0.00883672;0.623271;0.107593;0.639677;0.203128;0.63057;0.272272;0.627976;0.342826;0.638788;0.197935;0.551327;0.263551;0.508156;0.302988;0.484828;0.340824;0.464995;0.14367;0.537782;0.203632;0.501479;0.261621;0.485735;0.315452;0.475172;0.0835614;0.538264;0.129721;0.54869;0.12667;0.591727;0.115856;0.623723;0.0216706;0.549253;0.0451;0.567341;0.0563984;0.600033;0.0576086;0.625349
